# Integration weights for the "Symmetric family 2, k=40" formula over the reference triangle [(0, 0), (1, 0), (0, 1)].
# The integration point coordinates (x_i, y_i, z_i) are barycentric i.e. x_i + y_i + z_i = 1.
# For the reference triangle, \int f(r) dr is approximated by \sum_i w_i f((y_i, z_i))
# 
# w_i x_i y_i z_i
2.568195863070215235e-03 1.302416069902094242e-01 7.395167860195815956e-01 1.302416069902089246e-01
3.042226937747630720e-03 4.568717371543227768e-01 8.625652569135443259e-02 4.568717371543228323e-01
3.042226937747630720e-03 4.568717371543227768e-01 4.568717371543228323e-01 8.625652569135444647e-02
3.042226937747630720e-03 8.625652569135436321e-02 4.568717371543229988e-01 4.568717371543226657e-01
1.392803125243165740e-04 1.606138796679074110e-02 2.995587740012741265e-03 9.809430242931964639e-01
1.392803125243165740e-04 9.809430242931964639e-01 1.606138796679071334e-02 2.995587740012822797e-03
1.392803125243165740e-04 2.995587740012906064e-03 9.809430242931965749e-01 1.606138796679046354e-02
1.392803125243165740e-04 9.809430242931965749e-01 2.995587740012741265e-03 1.606138796679068559e-02
1.392803125243165740e-04 1.606138796679085212e-02 9.809430242931965749e-01 2.995587740012628508e-03
1.392803125243165740e-04 2.995587740012479322e-03 1.606138796679109498e-02 9.809430242931963528e-01
